sha,date,chrome,firefox,safari
062aedcf81,2018-09-27,525.2337698876095,1277.4946192885543,3116.1102917587796
a6e260769e,2018-09-28,536.4255871645753,1284.8052527203188,3104.4008691848444
138337bf93,2018-09-29,552.5245531460754,1560.1226310771453,3043.4910035686457
2df7f9ff62,2018-09-30,543.6133236237121,1257.2933163773307,3025.5589758899846
ee2e69bfb1,2018-10-01,530.5364312320919,1287.2441325639177,3107.6890548690844
67152fdecd,2018-10-02,554.2167868271762,1566.8106905436375,3041.8137364802715
fec3928f35,2018-10-03,524.9046645381736,1300.1326776771318,2990.331851796788
e201d802a5,2018-10-04,516.0748369491943,1306.1999067597583,2991.603428557109
b4c8ec5a1c,2018-10-05,518.7143758850734,1306.718283074134,2990.99375934315
c09b8005b2,2018-10-06,523.2828817978555,1276.4595847638998,2999.3846492178122
245cb5053c,2018-10-11,717.3847950106327,1700.9718034963698,2660.0835830398014
d647a1bc74,2018-10-12,717.5097950106327,1700.0813102381346,2662.3107789279597
61720a8cda,2018-10-13,696.2997368603224,1310.9678014999297,2625.6541212380457
74d709131e,2018-10-14,691.3282504825717,1319.8529762657085,2626.436215113329
937ed3c7b1,2018-10-15,718.5715013598391,1700.9146435714679,2659.3953600840996
99e577f57c,2018-10-16,684.8399542790193,1310.4253541927776,2594.7774394800194
4f20388538,2018-10-17,618.8052789454209,1332.8340705462597,2609.920521943411
5acd3bcf66,2018-10-18,614.3390398961662,1336.8996976757671,2615.210562346147
168de7c332,2018-10-19,616.4260046908457,1337.5942192400842,2613.0034957894127
d44bc3ed38,2018-10-20,523.5434711774693,1252.701724400733,3027.4750204291545
2ed748f10d,2018-10-21,522.1413359655864,1262.8033506253855,3028.191257592577
3dbc08a982,2018-10-22,611.9894783472467,1340.1073579002557,2613.269079921359
f3e2b41349,2018-10-24,624.058925217085,1167.5114849445029,2744.5699159444034
09a1d43536,2018-10-25,624.1024764690684,1158.4318111872255,2741.440697872374
f5832ccdb3,2018-10-26,650.025410697361,1150.3185782425278,2767.8208779142815
b622fea47d,2018-10-27,622.5972967030643,1162.0570665237472,2741.9046640777306
71c05e7131,2018-10-28,624.6993375119256,1161.6022713908183,2744.714530200665
66aabf66f5,2018-10-29,621.2757092723868,1164.4520469526067,2738.9671072004885
0cc29e423f,2018-10-30,622.1591416523022,1158.5356581532558,2743.3712609086906
75b0f336c5,2018-10-31,623.863694251509,1159.929643669954,2746.6767198649077
8295368c82,2018-11-01,649.3803762768232,1147.8823978920589,2775.6273303845333
5d4871b4b8,2018-11-02,651.4332442824434,1160.4521093011617,2771.5989525397026
c583bcd7eb,2018-11-03,627.7045268494917,1159.9682204907745,2748.9912920491242
6e9693d269,2018-11-04,626.6182894757542,1169.2002330355779,2748.186094169936
064f51c50e,2018-11-05,628.3940020143287,1164.0923876318632,2746.0060406455855
71fe0a6c3d,2018-11-07,627.8456700417983,1171.6125591236164,2748.393640195571
349d418380,2018-11-08,627.6697192533475,1166.563213649167,2750.734310018877
a516e7edca,2018-11-09,652.6618816164419,1154.3888076981116,2770.5044181908274
a0610cf468,2018-11-10,628.8124783987327,1172.49653002127,2751.318463932322
abc39b8588,2018-11-11,671.9183906104454,1152.982625468644,2779.094648445392
89188af975,2018-11-13,671.5255705212135,1159.1033176566718,2776.628473136601
7201104211,2018-11-14,654.1997432778595,1159.680536583846,2779.5686825931966
6856483bcc,2018-11-15,655.8524413108207,1161.495465793974,2780.0622036610057
b4c61af0f4,2018-11-16,656.2863866215271,1167.262755590402,2781.787909437553
c1faeb4eb5,2018-11-20,657.2991086604493,1168.0671890879391,2778.0947977882593
e340f910d3,2018-11-21,625.8769928592197,1192.804133402929,2788.885571828595
fe0e2ce1f3,2018-11-22,656.1939481261752,1168.8113986969015,2809.598903544135
40e50ecff7,2018-11-24,630.1676791337298,1181.1940150362714,2791.116807549913
732cc9161d,2018-11-25,658.6680759591266,1161.91023526296,2812.0849673274465
e94ae4b34e,2018-11-26,658.2839016472,1164.6081462950203,2811.8984592750576
58523789a0,2018-11-27,657.7839016472,1162.440920813042,2812.2175679441657
09972ca7bd,2018-11-28,670.7212945192865,1199.4823566106825,2788.254821428372
38ba0516aa,2018-11-29,667.6888021645464,1188.6579518487777,2791.620489822183
00942a1ab7,2018-11-30,667.7327266308846,1192.962619768577,2798.328145756218
d50692144c,2018-12-01,667.8543528117214,1191.810887209948,2798.1857017703815
ef72a20e3d,2018-12-04,697.0198756875383,1181.0091014956624,2823.85812275
614fd870e4,2018-12-05,637.2523848808902,1235.906399470339,2845.1908234895486
093a97b6ec,2018-12-06,644.2372335485259,1229.8312637142822,2847.461245347963
ffcb833670,2018-12-07,636.8479731161842,1225.5298805869238,2850.425858520758
6087baf4a8,2018-12-08,644.6553364318811,1235.5145970476156,2850.1121900836556
5349c6a632,2018-12-09,638.2229731161843,1225.217975825019,2850.20799397101
2d5385793a,2018-12-10,670.3662018024938,1210.8694273705496,2881.6097400409844
48d5d5033d,2018-12-12,647.5492537895063,1132.1269348089822,2950.3004899663383
e75e7b667c,2018-12-14,636.3049232563086,1110.1552658914766,2922.0938614765846
e183d8671b,2018-12-15,652.4438246793642,1143.691843089128,2948.2125473254027
4094d6ae8b,2018-12-16,649.0420642470227,1142.4121270890996,2951.9760506473153
11971ac216,2018-12-17,650.6623496700604,1140.5121270891,2951.579367233889
691e737caf,2018-12-18,650.0750480827588,1146.2418889938615,2955.497851680126
38c37851c8,2018-12-19,668.1753385693237,1138.88595840192,2969.7883953085834
e751708440,2018-12-24,651.467905225616,1135.0882349404549,2958.0389017625716
a357943a20,2018-12-25,653.5363323246241,1147.3014480767538,2955.31311844237
64bd43ee19,2018-12-26,654.3944199174595,1141.7425559281091,2960.609391602517
e9174d402d,2018-12-27,654.8876195878321,1132.0426217228055,2977.3939146889074
a1cc8c0bda,2018-12-28,672.0235165561148,1138.6751681283636,2977.401495918565
0445e8c3f3,2018-12-29,661.8880142818107,1141.41673933889,3019.622026194718
4dbc8a0d7b,2018-12-30,656.9587309136894,1134.7144347814076,3021.85193563774
4dbc8a0d7b,2018-12-31,658.5884454906516,1145.1789415390174,3018.7453579039216
75bc93d7d9,2019-01-01,657.4587309136894,1148.7602223271947,3018.9752652396232
2e3e80c3b4,2019-01-02,658.9587309136894,1149.088793755767,3019.47043072573
4e6563687b,2019-01-03,656.4587309136894,1151.7626032795765,3022.672628527928
71e901cf45,2019-01-04,660.4495566017628,1152.8691873214077,3019.2342725616763
ac12b3e948,2019-01-31,628.4228764560897,992.7004517085714,3190.715037728345
9d402a0e8e,2019-02-01,629.6635789621247,984.0677667695963,3186.7725834343873
0f0b7a7e35,2019-02-02,625.5223698619973,1015.6263990793158,3194.6747298558066
78c1544715,2019-02-03,625.1473698619973,1006.3383038412205,3197.7341261671536
18c828feb8,2019-02-04,626.3973698619973,1008.3383038412205,3198.0304127551844
8f48bdf110,2019-02-05,628.9157184858504,1005.7070101349268,3196.5492710630333
3bbb55915a,2019-04-02,642.251996540528,790.1504683143836,3434.634946609152
adc473fd8f,2019-04-03,642.8338731053987,788.3560238699391,3436.530682589922
b8669365b8,2019-04-04,645.2250355113608,791.7113810127962,3448.1573410454253
055bf24447,2019-04-05,642.2812221825371,790.5717595231747,3440.9106758899848
4688078c2c,2019-04-06,641.9699241090017,791.1504683143835,3437.9397116470004
923923a01f,2019-04-07,641.6777659613391,793.2671349810502,3448.4519751480248
2221fe343f,2019-04-08,642.1687336328114,791.3838436354664,3432.5699779061497
72e71b28b6,2019-04-09,641.8365648073919,791.9527911947553,3394.702819572222
38f02ed8bb,2019-04-10,645.0515404153722,794.1527911947552,3390.8009378182774
204c508cf5,2019-04-11,643.7971891030265,789.7314236733878,3394.4532031684803
386d27678c,2019-04-12,642.8908478331854,792.7867197661838,3392.795564879534
33385dab3a,2019-04-13,641.9950897686692,793.06469595666,3392.7138087439334
3efff9b2d6,2019-04-14,644.6475859284234,793.7133375928016,3397.006451099444
1a9adfc150,2019-04-15,688.5119233380979,873.439570747103,3275.8106976377567
fd0429f0b4,2019-04-16,642.5868716427091,794.517076909041,3396.5680048571053
85e8612e81,2019-04-17,643.6336179071974,790.1522750442391,3399.47449798338
20424e735a,2019-04-18,640.4454867915766,787.9561100533161,3393.415096467811
4657e10253,2019-04-19,687.2577682528278,873.269565752098,3276.47562160268
4657e10253,2019-04-20,642.5494396534051,790.0488409783051,3397.304987953151
1e92c65f6c,2019-04-21,642.3545305039902,790.7788012957653,3397.5857691265337
8f35eec39a,2019-04-22,641.7273120867823,791.3795769090409,3398.737622291291
83d93704f0,2019-04-23,683.5592460546441,835.6938196107849,3442.3743954597585
7a7e16ad8d,2019-04-24,605.8867932874896,832.0125071020925,3243.092871542518
5fbf8edf24,2019-04-25,607.4568842927118,833.7521155304537,3245.3072975139157
d3cf77a7b8,2019-04-26,606.790122970446,845.1556233213068,3227.717622323837
4accec3d14,2019-04-27,625.3754300823314,807.2122184498338,3416.9007004977666
301ce26e6c,2019-04-28,607.5124644730294,843.0544328451164,3225.6517949929153
3b0853b41c,2019-04-29,622.1602715849149,809.9079588010318,3420.2833607264615
d73b07b850,2019-04-30,626.7986475775136,807.9588340899586,3418.9559647556166
c3e967c8c2,2019-05-01,627.1287704301469,807.5274488085734,3420.524193727493
855f4545b0,2019-05-02,627.242099958466,813.1994726180973,3421.8423550727407
a5cf7dfe76,2019-05-03,626.8581713870374,811.5441154752401,3421.8104930894506
36bd2b98bf,2019-05-04,630.9331690870455,812.1159793908466,3419.558586573572
6ada53a180,2019-05-05,627.2937681653865,813.0048682797357,3419.655678086512
cff57ca49e,2019-05-07,631.4117292628534,812.1715502089176,3420.8645734773795
36b5d2e074,2019-05-08,631.3161302197441,814.0164334665083,3420.801543026872
4daa4a007a,2019-05-09,632.2728620608686,814.5491435415036,3424.6465431019906
f3248c35c9,2019-05-10,631.6622629825275,812.4700864197638,3424.5050150835696
ce08475d48,2019-05-11,632.3541495097752,813.9712768959542,3424.742356179821
0c79d0d99c,2019-05-12,631.2353361809514,816.5034197530971,3425.7088082753107
230bfb8583,2019-05-13,632.7819746153525,814.6772292769067,3425.1336620961265
24278ab617,2019-05-14,634.5093914452591,818.7302054673828,3424.778197985065
453c1f5a49,2019-05-15,634.4766533500209,825.3742947679248,3429.948176773737
e8b0b32310,2019-05-16,636.1876983443146,923.2151543868355,3417.678495340405
2baa3391fc,2019-05-17,636.9768688512272,932.5562308486128,3420.444224483211
e90af5ab4b,2019-05-18,634.3316307559892,840.8613663165924,3440.161942177644
9f7c5d9b42,2019-05-19,637.1468726562414,842.8296202848466,3414.1442951091494
6777c592f4,2019-05-20,636.4479479250585,844.0772393324656,3414.144956216027
b37f920d7a,2019-05-21,638.127265676624,844.0770409197672,3414.2163219896815
e9b2f877b4,2019-05-22,639.8950955538148,810.7065493010574,3429.5727966331024
6ff4087961,2019-05-23,641.383670822632,812.4690493010573,3431.190778825992
512a587ab7,2019-05-25,640.1567545752215,816.3246048566128,3431.9719251051274
549968e3d9,2019-05-26,641.6091355276025,811.0023826343906,3428.6089226879976
a4df0fa7be,2019-05-27,640.6659288871481,813.4934957444561,3428.138659137226
dfea0b6184,2019-05-28,640.1241851797043,816.887497553863,3431.5037478691775
3160ff6337,2019-05-29,642.011815712829,818.2138711802367,3429.638076516466
4b7986331d,2019-05-30,640.8466416921505,819.6983949897603,3434.6574931076566
1a853e011a,2019-05-31,643.3572269849938,817.1805378469032,3433.1381915425745
0230c92b64,2019-06-01,642.312584127851,818.5974570441011,3437.980725840141
14a5a020a8,2019-06-02,623.4963053216316,858.150422889525,3235.1372363329697
87fea094d8,2019-06-04,624.8626545279808,857.9017884357435,3236.639571792183
c027c41a08,2019-06-05,607.9128116422718,866.2479613749543,3277.5756760187883
6a9b97ac6d,2019-06-06,610.0653551298258,869.6884375654305,3273.1274862069868
e646125ea5,2019-06-08,609.6125624728367,870.563258770841,3277.6361949629227
e7b1c6eb7d,2019-06-09,631.35624725122,830.8395396946056,3491.7355276462777
e360ebb2f9,2019-06-10,629.5501796628945,831.6364294825403,3491.6162746999807
98e7dd165a,2019-06-11,630.5467008734273,832.4745711591889,3494.6021961648303
eb12be23e4,2019-06-13,632.5066006228005,838.3987799655185,3504.3399563168546
9bb8217b7e,2019-06-14,630.339933956134,839.4628619619534,3500.52249691671
aabf9f6666,2019-06-15,633.3756482418482,840.1194520274988,3500.96549512565
4100d1d51b,2019-06-16,632.589933956134,839.9706425036892,3500.621655938117
4be1e7e7b7,2019-06-18,634.3014892204417,841.1378619619535,3500.103859578945
b6c9dcc493,2019-06-19,633.6608971434248,838.737309170356,3499.1251653506065
43ef845198,2019-06-20,634.5537542862819,837.3711952952867,3500.409103940852
9c6304b71c,2019-06-21,613.493402841232,880.4154242998843,3279.94083835092
47b08c1549,2019-06-22,612.3899466200339,880.3692199270776,3278.442762944338
59d66218e8,2019-06-25,614.7151486314633,883.3313685214553,3282.409500934886
66dc9c93f2,2019-06-26,613.3602243890391,884.8730351881219,3280.244144462626
b8cdc9bf2f,2019-08-23,569.7033893472066,919.6422845555118,3632.607398436278
449d483adb,2019-08-24,569.9102505863259,923.0795017500819,3633.4711380630706
009615cf44,2019-08-25,571.3316962255135,922.9877435083237,3629.7768803696617
5bb0fcbe1a,2019-08-27,616.4960463033125,899.1709915313767,3699.169311177594
b690813a72,2019-08-28,615.9984272556935,901.461073691001,3693.6032135534497
cb808982de,2019-08-30,618.7627110380508,908.1089819467894,3698.169386209174
c34b04b97e,2019-08-31,616.3080599051265,903.4253854509766,3687.484045802727
8509904597,2019-09-01,620.4728622519394,903.8777253728347,3699.856901987986
629e3ba6a9,2019-09-02,621.0051203164554,901.2713528238152,3698.74354246841
ae96782156,2019-09-03,628.0478076329277,904.0144083793706,3699.8928954704797
08e6411a9c,2019-09-04,632.8382829540441,800.4749609615455,3904.085731797003
7561b155e1,2019-09-05,627.9508525807964,804.5999609615454,3906.8469927689857
820f0f8604,2019-09-08,624.1325058843198,801.9441019512748,4014.803155488418
07f11952d5,2019-09-10,622.4420252660867,804.3947601007131,4013.302660357258
305ef9380c,2019-09-12,567.1353789538783,812.9362803041125,4184.085576716518
b1cd3ae6f6,2019-09-13,569.0040602725597,808.2862803041126,4181.217259810587
bf42dca1ce,2019-09-15,569.7856059491396,809.495033805513,4188.3136874647
3472889e27,2019-09-18,592.9881517538006,812.5672173622875,4187.344895882761
b52533c5a6,2019-09-19,595.1674995798876,813.4852773563572,4187.218509240253
6d3088b17a,2019-09-20,599.5901186275066,808.4019440230239,4185.40707299556
fc9345bfba,2019-09-21,599.4499919346277,810.0769440230239,4188.923296426347
42b4a3fa60,2019-09-22,597.6166586012943,810.4436106896906,4187.642929264673
2478ed1b80,2019-09-24,600.6674995798877,811.8048744259543,4189.122167043401
e7b232f535,2019-09-25,600.7833252679611,808.1382077592876,4186.33039108732
d3a712a2ef,2019-09-26,602.9659551019347,807.2273016460723,4189.553740732095
306955e5cf,2019-09-27,601.3309293229134,810.3233222612683,4187.215345817649
4ab3cef83d,2019-09-28,601.2830060224712,811.4068441144943,4188.936300809692
68abc3a55e,2019-09-30,599.0568155462809,808.9383917335421,4186.977663471927
81b79d799e,2019-10-02,607.36010078128,808.7707330033833,4192.633536516273
c2eb1ace56,2019-10-03,607.9936986648779,807.7623996700498,4192.8352249002
7cbaaf651d,2019-10-04,612.4785676802346,810.7401774478277,4194.833331841164
585aa49b40,2019-10-05,610.8119010135679,808.2818441144944,4198.012887940004
daac9dc806,2019-10-06,610.9369010135679,808.5550584002086,4197.746284423339
080acb0967,2019-10-07,611.8356255900449,807.498510781161,4195.77791210365
f951c9d8c7,2019-10-08,617.2968436072059,814.1707330033832,4320.818856143146
72fcf2b027,2019-10-09,626.8672194366943,843.7770279957278,4245.570698685628
ce015c1b52,2019-10-10,627.4968490663239,844.2214724401723,4247.148643939969
f9c9d79390,2019-10-11,628.2679421582219,845.7765454900494,4247.573148970338
0ab72f38a0,2019-10-13,628.3750850153648,845.532918039069,4249.491135926513
823aecebaa,2019-10-14,631.7928968364024,848.9609540921999,4250.785690729319
20a55f606d,2019-10-15,632.4952777887833,846.8932121567161,4252.442464962466
50fa6ade9b,2019-10-16,637.1025040487618,849.5574187386645,4259.717488359364
1a58533866,2019-10-17,636.3092388277444,853.8341212476251,4261.284007096804
96e065ccc5,2019-10-18,635.4640007325063,855.698784589505,4260.926840076122
42b683c0fa,2019-10-19,635.9398417110996,851.3824746575407,4262.840330304981
4e9c00e23f,2019-10-20,636.9485245420301,853.1109200858913,4262.7819969716475
02fae42fbd,2019-10-21,637.4640007325063,853.6184364257606,4264.693065356027
fee6738f95,2019-10-22,635.5890007325063,855.5351030924272,4260.812046837507
e68120da0f,2019-10-24,623.1410275734994,829.3463347045484,4256.527922794075
bee8fe0740,2019-10-25,628.1410275734994,829.9153586913142,4255.0265109694055
378214a209,2019-10-26,625.3671402912231,829.2809500891638,4259.513820082311
5e02df432f,2019-10-27,625.2004736245564,828.0074458156595,4260.138549202912
2a8f52c037,2019-10-28,626.1671402912231,830.2309500891638,4262.510382312935
d8c991aa1b,2019-10-29,625.8833740574568,827.3365056447193,4260.507792011722
971bd53b84,2019-10-30,629.253731200314,826.7153945336082,4265.933693944434
fa36b9ea80,2019-10-31,627.1670980335338,829.3862750861064,4265.2924149889
f355fee849,2019-11-01,630.5713884178305,827.4501639749951,4271.526408313836
e76f87b526,2019-11-02,629.7866948573662,828.829402043746,4274.49488162966
424249088d,2019-11-03,629.7866948573662,833.1029063172501,4274.402797182646
29675aba09,2019-11-13,632.2254263143382,833.8064265005905,4287.405013432266
3ee67ef03a,2019-11-14,634.9545929810049,839.6175376117017,4288.626698504025
97717bdf67,2019-11-15,635.9056784151785,838.9394330365382,4288.2485248181665
295f22bfeb,2019-11-20,634.3598450818452,840.0501438027368,4284.525377692131
462f3c4680,2019-11-21,633.245397029897,835.8321492972423,4289.012416257826
dff3a6865c,2019-11-22,634.7513494108495,840.4065540591471,4279.966395131298
51a95630a4,2019-11-23,637.7305483351905,840.7595334473892,4281.504761524885
ff1ea7c77e,2019-11-25,636.1769769066191,840.8263175284669,4254.780311699667
29cfeaf1ea,2019-11-26,636.4180483351905,837.5744486088562,4255.981704937445
5454021b2e,2019-11-27,635.6647803613344,843.5684962279039,4257.330106383095
733805e119,2019-11-28,633.9481136946677,843.9220676564752,4259.659262113629
1df8c00a83,2019-11-29,633.9145405474299,846.2335755929831,4281.422680993007
28b096731f,2019-12-03,638.9978738807631,844.9934962279038,4277.573161221239
eca8c168b2,2019-12-05,651.2117050554348,796.7265848668559,4308.991023272686
9f70d312fb,2019-12-06,652.4316974101749,802.0384896287605,4307.519053466663
8f704cc3b3,2019-12-07,655.3462089044277,800.7718229620939,4311.129407002017
091fc5233a,2019-12-08,654.4920422377611,799.0968229620939,4308.990575776374
445af40713,2019-12-09,653.6593041425231,795.6551562954272,4306.380784954771
928d8accde,2019-12-10,656.771804142523,798.9848948575187,4305.064245151419
81948e1b84,2019-12-11,637.7829668161855,808.7685286489416,4350.40261875661
276ecb946b,2019-12-12,647.5977015697363,810.2218715305944,4366.7698514532
178762b6fc,2019-12-13,654.0262729983076,818.25382180119,4188.941837950245
9c1f9d4446,2019-12-14,653.4518682364028,823.3342131531333,4224.40193807509
5e5a9f523a,2019-12-15,654.2762729983076,822.3008798197999,4220.3534548185535
59bdd50610,2019-12-17,655.7229473102343,820.8703242642443,4220.8205837802125
ac1c9f84ac,2019-12-18,653.6477460760372,819.3566176137173,4230.163751479987
907bbfc36c,2019-12-19,656.0463098593486,818.4474906295903,4228.334497707039
509d9d1817,2019-12-20,659.0463098593485,822.709395391495,4231.975792370582
ba353b09d0,2019-12-22,660.6504765260153,828.1760620581616,4250.878804952722
b048002b01,2019-12-23,659.1844050974438,827.8927287248284,4248.740266478747
e936890351,2019-12-24,659.8885717641105,827.8149509470505,4245.030334591063
7ed322c313,2019-12-25,658.9421431926819,829.0947128518125,4247.3670992042025
d1e20d6e52,2019-12-26,660.7935794093704,827.5149509470506,4247.884826880097
070df683f5,2019-12-28,659.9285717641104,827.709395391495,4251.028297157459
6e3355fddd,2019-12-31,658.8452384307772,831.4371731692727,4253.353224485089
fda9fa30b9,2020-01-01,662.4791670022057,829.2218953914949,4253.86368477611
37a6910565,2020-01-03,663.7211782804011,828.6106067532326,4253.268395276995
c5f090c0e7,2020-01-04,663.6904765260152,833.722887454987,4252.421225375967
52ad8a87fb,2020-01-05,665.7738098593487,828.6617763438759,4254.2674091242125
91bd700f07,2020-01-06,665.0000003355391,830.2034430105425,4253.847321196558
e5033e408e,2020-01-07,666.8569775174349,828.4746961433747,4250.1717354136235
a16757f509,2020-01-08,666.5028108507682,824.6188619089356,4312.852272152331
0b654aa23e,2020-01-09,668.0861441841015,826.6037825438563,4326.1217919500305
2a73e37c60,2020-01-10,664.990922315254,827.106369079689,4323.7878344817655
b1d8b4ac4d,2020-01-12,666.8059159169591,821.2813500534971,4328.960689178529
49b2ada871,2020-01-14,671.9334342319775,825.2695979167449,4329.643765518604
606da537b9,2020-01-17,670.8655770891203,828.3184185914473,4326.6458260114005
2f346208c2,2020-01-19,671.9937782075738,827.45086114889,4331.809868595512
12d729aa10,2020-01-20,671.2554372289804,829.4992738473027,4328.652551346382
b3bb7d0e0a,2020-01-21,674.5818261178694,842.4139563869851,4332.915711455683
4d0e114698,2020-01-22,675.0074213559647,842.1456230536518,4333.369013637608
34b506104b,2020-01-23,681.5282546892979,842.7434074523516,4296.126914127319
b8251ea96a,2020-01-26,739.5818261178691,845.3770783593839,5086.775066411781
e1edaa3dd1,2020-01-27,742.7246832607264,848.3437450260504,5085.462018501485
cae87aeeef,2020-01-28,744.5282546892979,846.6234233886235,5088.326511729969
