sha,date,chrome-version,chrome,firefox-version,firefox,safari-version,safari
75bc93d7d93eb39a83b4f862872976858d9cb0e2,2019-01-01,71.0.3578.98,0.9397792683506969,64.0,0.9531362288505145,12.0.1,0.9096772275343704
2e3e80c3b4c3652ff7a1be9118665bbd6d3b9ae7,2019-01-02,71.0.3578.98,0.9397792683506969,64.0,0.9531362288505145,12.0.1,0.9096772275343704
4e6563687b9c03d2f54ce0f06ef0ccc8e0964328,2019-01-03,71.0.3578.98,0.9397792683506969,64.0,0.9531362288505145,12.0.1,0.9096772275343704
71e901cf4534417abfabe4d77a317817f5cc09db,2019-01-04,71.0.3578.98,0.9397792683506969,64.0,0.9531362288505145,12.0.1,0.9096772275343704
ac12b3e9488edb436f063b11213e954ae62d5a5e,2019-01-31,72.0.3626.81,0.9473684210526315,65.0,0.9535156925845184,12.0.1,0.9063600030199221
9d402a0e8eb9cd11acd615c6e653e27b7ace0d32,2019-02-01,72.0.3626.81,0.9473684210526315,65.0,0.9535156925845184,12.0.1,0.9063600030199221
0f0b7a7e353421b600ee555bf354d3a98bb603ae,2019-02-02,72.0.3626.81,0.9473684210526315,65.0,0.9535156925845184,12.0.1,0.9063600030199221
78c15447152438264b49f4488683f60ee47d068f,2019-02-03,72.0.3626.81,0.9473684210526315,65.0,0.9535156925845184,12.0.1,0.9063600030199221
18c828feb81aa835e7c9359ae64726d872db6ed4,2019-02-04,72.0.3626.81,0.9473684210526315,65.0,0.9535156925845184,12.0.1,0.9063600030199221
8f48bdf1101b19e416f2f6ccd289aaff6b706af6,2019-02-05,72.0.3626.81,0.9454545454545454,65.0,0.9536096002762668,12.0.1,0.906549174730993
3bbb55915a04548e70c63b7c143a83e0e9d3c5e7,2019-04-02,73.0.3683.86,0.95,66.0.2,0.9620735042735042,12.0.1,0.907483682983683
adc473fd8ff15c3cf48011f0ce6ce83e740d978a,2019-04-03,73.0.3683.86,0.95,66.0.2,0.9640735042735042,12.0.1,0.907483682983683
b8669365b81965f5400d6b13a7783415b44e679d,2019-04-04,73.0.3683.86,0.95,66.0.2,0.9640735042735042,12.0.1,0.907483682983683
055bf244474e8b0f0302555f41d9723e34dfde19,2019-04-05,73.0.3683.103,0.95,66.0.2,0.9640735042735042,12.0.1,0.907483682983683
