sha,date,chrome,firefox,safari
e1edaa3dd1,2020-01-26,33843.507250247276,30540.988467603074,25462.211781144993
0432a10692,2020-01-27,33853.72570262823,30551.212399729575,25468.72737828006
7cdb0c3e8d,2020-01-28,33894.16309956969,30562.813733923136,25473.398325406095
c206a3b3b1,2020-01-29,36659.55691677399,33444.55001830761,27462.744940833956
25bab3bad2,2020-01-30,36655.96188696813,33450.94533416489,27463.971103654905
3061f228d3,2020-01-31,36653.63575125033,33466.47864785341,27467.462858085593
c67d8f5bda,2020-02-01,36666.9667295112,33452.357635752196,27475.679115159623
9a559c43f8,2020-02-03,36673.08592607551,33467.18552491956,27479.327288688986
e5b8dd0f0a,2020-02-04,36684.152592742175,33471.9858904288,27484.381693737396
a4f09b650d,2020-02-05,36794.82703408617,33490.17829227983,27497.17249152701
bb7e23a786,2020-02-06,36805.6745505482,33515.67905227345,27538.536615376288
7f14d2635c,2020-02-07,36955.14480113094,33622.935631637585,27659.47389799285
4f09d6508b,2020-02-08,36952.138980562624,33627.99118719314,27654.744341285546
c12f01a926,2020-02-10,36954.976480562626,33620.15448881742,27659.26020056163
0e615f38af,2020-02-11,37029.59464321137,33716.21994504938,27738.024752099187
3bd5f27ee8,2020-02-12,37048.52925625034,33736.28797623384,27754.351991381496
b3e75834eb,2020-02-13,37168.289804204534,33870.38259081775,27890.430269777924
8636d919cb,2020-02-14,37190.78735665208,33878.20440677748,27900.415161846646
a0e98c989d,2020-02-15,37194.716523318755,33887.71831531119,27897.064497336065
8debe68e88,2020-02-16,37196.96652331876,33899.80006134294,27902.919786796858
